# table produced by DamageProfiler
# using mapped file RxA003.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA003.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03734439834024896
2	0.036036036036036036
3	0.020242914979757085
4	0.03361344537815126
5	0.04201680672268908
6	0.04583333333333333
7	0.05128205128205128
8	0.036585365853658534
9	0.04405286343612335
10	0.032
11	0.0375
12	0.04291845493562232
13	0.045662100456621
14	0.04201680672268908
15	0.027559055118110236
16	0.036885245901639344
17	0.02092050209205021
18	0.0273972602739726
19	0.021367521367521368
20	0.022388059701492536
21	0.01532567049808429
22	0.025974025974025976
23	0.045454545454545456
24	0.01293103448275862
25	0.03347280334728033
