# table produced by DamageProfiler
# using mapped file PaA023.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA023.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	131
+	31	54
+	32	35
+	33	15
+	34	10
+	35	16
+	36	11
+	37	11
+	38	8
+	39	4
+	40	7
+	41	5
+	42	8
+	43	2
+	44	5
+	45	3
+	46	2
+	47	4
+	48	4
+	49	5
+	50	1
+	51	5
+	53	2
+	56	1
+	57	1
+	59	2
+	61	2
+	62	1
+	64	1
+	65	1
+	70	1
+	72	1
+	73	1
+	77	1
-	30	100
-	31	65
-	32	30
-	33	16
-	34	15
-	35	9
-	36	3
-	37	20
-	38	10
-	39	3
-	40	9
-	41	2
-	42	2
-	43	6
-	44	3
-	45	7
-	46	3
-	47	6
-	48	2
-	49	1
-	50	3
-	51	2
-	52	2
-	53	1
-	54	5
-	55	1
-	56	1
-	57	3
-	59	1
-	60	1
-	62	1
-	65	1
-	66	1
-	67	1
-	68	1
-	70	1
-	71	2
-	72	1
-	74	1
