# table produced by DamageProfiler
# using mapped file ScA005.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_007.bam
# Sample ID: ScA005.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_007.bam
pos	3pG>A
1	0.008085587394143045
2	0.006637419876860058
3	0.004430093781338506
4	0.00431203449627597
5	0.00399319882364018
6	0.0036113508965547386
7	0.004013787733040172
8	0.004067152285043033
9	0.004037281681201664
10	0.0037597721917191455
11	0.0036124813849590467
12	0.003603520094548952
13	0.003711460151250727
14	0.003410859944843188
15	0.0036244320462624135
16	0.0033818256027521062
17	0.0034949862194335306
18	0.0035539265912164736
19	0.0036199252773048696
20	0.0035580361036016395
21	0.003583539065828562
22	0.0034969300207376083
23	0.0033600037268672186
24	0.003712592164233049
25	0.003620175985588582
