# table produced by DamageProfiler
# using mapped file ToA006.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA006.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.024096385542168676
2	0.05188679245283019
3	0.05504587155963303
4	0.04040404040404041
5	0.022727272727272728
6	0.03977272727272727
7	0.036458333333333336
8	0.020100502512562814
9	0.022857142857142857
10	0.018072289156626505
11	0.03571428571428571
12	0.022727272727272728
13	0.0374331550802139
14	0.03636363636363636
15	0.04678362573099415
16	0.041916167664670656
17	0.026737967914438502
18	0.0223463687150838
19	0.031088082901554404
20	0.021739130434782608
21	0.005847953216374269
22	0.03208556149732621
23	0.0111731843575419
24	0.0
25	0.027777777777777776
