# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_014.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_014.bam
pos	3pG>A
1	0.0
2	0.0
3	0.0
4	0.024390243902439025
5	0.0
6	0.030303030303030304
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.041666666666666664
14	0.06060606060606061
15	0.030303030303030304
16	0.0
17	0.027777777777777776
18	0.03125
19	0.03333333333333333
20	0.0
21	0.027777777777777776
22	0.029411764705882353
23	0.0
24	0.0
25	0.0
