# table produced by DamageProfiler
# using mapped file PcA009.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA009.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.0
2	0.022988505747126436
3	0.010638297872340425
4	0.03636363636363636
5	0.010638297872340425
6	0.02666666666666667
7	0.03409090909090909
8	0.03488372093023256
9	0.022222222222222223
10	0.010526315789473684
11	0.03409090909090909
12	0.04
13	0.0
14	0.011111111111111112
15	0.0
16	0.042105263157894736
17	0.0
18	0.022988505747126436
19	0.02531645569620253
20	0.011363636363636364
21	0.041237113402061855
22	0.01098901098901099
23	0.038461538461538464
24	0.031914893617021274
25	0.011764705882352941
