# table produced by DamageProfiler
# using mapped file PcA009.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA009.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	65
+	31	31
+	32	11
+	33	11
+	34	5
+	35	3
+	36	6
+	37	4
+	38	4
+	39	4
+	40	6
+	41	6
+	42	6
+	43	4
+	44	3
+	45	4
+	46	3
+	47	2
+	48	4
+	49	3
+	50	1
+	51	4
+	52	2
+	53	1
+	54	4
+	55	1
+	56	2
+	58	1
+	59	4
+	61	1
+	63	5
+	64	1
+	65	1
+	68	1
+	69	2
+	70	1
+	71	2
+	72	1
+	74	1
+	75	1
+	76	1
+	78	1
+	86	2
+	88	1
+	98	1
+	133	1
-	30	57
-	31	25
-	32	12
-	33	17
-	34	17
-	35	7
-	36	6
-	37	9
-	38	8
-	39	4
-	40	2
-	41	5
-	42	8
-	43	3
-	44	4
-	46	3
-	47	2
-	48	1
-	49	5
-	50	1
-	51	1
-	52	1
-	54	2
-	55	1
-	56	1
-	57	1
-	60	1
-	61	2
-	62	1
-	63	3
-	66	1
-	69	2
-	77	1
-	78	1
-	84	1
-	89	1
-	92	2
-	98	2
