# table produced by DamageProfiler
# using mapped file ScA046.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA046.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.0625
2	0.021739130434782608
3	0.0392156862745098
4	0.0
5	0.027777777777777776
6	0.018867924528301886
7	0.08333333333333333
8	0.03125
9	0.03773584905660377
10	0.0425531914893617
11	0.0
12	0.06521739130434782
13	0.11627906976744186
14	0.0196078431372549
15	0.022222222222222223
16	0.0
17	0.06521739130434782
18	0.03278688524590164
19	0.023809523809523808
20	0.047619047619047616
21	0.04081632653061224
22	0.04081632653061224
23	0.041666666666666664
24	0.029850746268656716
25	0.03389830508474576
