# table produced by DamageProfiler
# using mapped file RmA038.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA038.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	2957
+	31	3012
+	32	2965
+	33	3014
+	34	3089
+	35	3124
+	36	2998
+	37	3094
+	38	3191
+	39	3250
+	40	3159
+	41	3138
+	42	3080
+	43	2998
+	44	2971
+	45	2799
+	46	2703
+	47	2626
+	48	2560
+	49	2484
+	50	2501
+	51	2380
+	52	2267
+	53	2216
+	54	2099
+	55	2044
+	56	1903
+	57	1849
+	58	1687
+	59	1672
+	60	1637
+	61	1649
+	62	1448
+	63	1376
+	64	1315
+	65	1290
+	66	1200
+	67	1090
+	68	1060
+	69	918
+	70	973
+	71	903
+	72	848
+	73	824
+	74	775
+	75	710
+	76	684
+	77	659
+	78	658
+	79	595
+	80	592
+	81	567
+	82	497
+	83	515
+	84	462
+	85	432
+	86	422
+	87	378
+	88	344
+	89	354
+	90	316
+	91	289
-	30	2903
-	31	2967
-	32	3040
-	33	3019
-	34	3097
-	35	3146
-	36	3163
-	37	3088
-	38	3236
-	39	3187
-	40	3266
-	41	3126
-	42	3097
-	43	3071
-	44	2911
-	45	2746
-	46	2716
-	47	2704
-	48	2541
-	49	2538
-	50	2470
-	51	2462
-	52	2299
-	53	2212
-	54	2068
-	55	1980
-	56	1863
-	57	1882
-	58	1756
-	59	1610
-	60	1620
-	61	1618
-	62	1446
-	63	1423
-	64	1312
-	65	1186
-	66	1166
-	67	1100
-	68	1030
-	69	1017
-	70	962
-	71	916
-	72	814
-	73	854
-	74	761
-	75	795
-	76	774
-	77	720
-	78	632
-	79	692
-	80	584
-	81	519
-	82	532
-	83	468
-	84	427
-	85	435
-	86	375
-	87	400
-	88	338
-	89	325
-	90	289
-	91	294
