# table produced by DamageProfiler
# using mapped file ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.011013215859030838
2	0.009876543209876543
3	0.013806706114398421
4	0.006211180124223602
5	0.0071090047393364926
6	0.009708737864077669
7	0.012919896640826873
8	0.007246376811594203
9	0.004662004662004662
10	0.011990407673860911
11	0.010810810810810811
12	0.012048192771084338
13	0.011848341232227487
14	0.01639344262295082
15	0.006880733944954129
16	0.009153318077803204
17	0.012437810945273632
18	0.009708737864077669
19	0.014705882352941176
20	0.026634382566585957
21	0.013953488372093023
22	0.014319809069212411
23	0.005221932114882507
24	0.016706443914081145
25	0.01411764705882353
