# table produced by DamageProfiler
# using mapped file ScA004.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA004.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.006609918721057587
2	0.005129101096953738
3	0.004200713545862585
4	0.0042588529066599
5	0.0036300846829802028
6	0.003901318908544631
7	0.0038924715858481493
8	0.0038114688403517
9	0.0034738763903642837
10	0.0036934798047180265
11	0.003686350988179894
12	0.003621955797475482
13	0.003672493056646501
14	0.0033441558441558443
15	0.0035450613067941586
16	0.0035149541012733194
17	0.0034565393626782835
18	0.003485506152894775
19	0.003479776393244373
20	0.003509437541496728
21	0.0034693623602329894
22	0.0036776838618950924
23	0.003669104833260228
24	0.0035265763264534576
25	0.003380992033260694
