# table produced by DamageProfiler
# using mapped file RxA004.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA004.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.022727272727272728
2	0.017094017094017096
3	0.01652892561983471
4	0.007194244604316547
5	0.02097902097902098
6	0.016129032258064516
7	0.017241379310344827
8	0.0
9	0.022058823529411766
10	0.04794520547945205
11	0.045454545454545456
12	0.03571428571428571
13	0.014814814814814815
14	0.02564102564102564
15	0.0
16	0.03571428571428571
17	0.0189873417721519
18	0.014598540145985401
19	0.0
20	0.014492753623188406
21	0.04918032786885246
22	0.00847457627118644
23	0.0
24	0.014285714285714285
25	0.008
