# table produced by DamageProfiler
# using mapped file RxA004.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA004.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.04878048780487805
2	0.028846153846153848
3	0.014598540145985401
4	0.03076923076923077
5	0.031496062992125984
6	0.017241379310344827
7	0.05042016806722689
8	0.03125
9	0.034013605442176874
10	0.031496062992125984
11	0.061946902654867256
12	0.032520325203252036
13	0.05434782608695652
14	0.051470588235294115
15	0.022727272727272728
16	0.016
17	0.00819672131147541
18	0.02608695652173913
19	0.04225352112676056
20	0.015748031496062992
21	0.05357142857142857
22	0.02564102564102564
23	0.07142857142857142
24	0.03875968992248062
25	0.013888888888888888
