# table produced by DamageProfiler
# using mapped file ToA002.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA002.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.024154589371980676
2	0.028708133971291867
3	0.01606425702811245
4	0.018691588785046728
5	0.0
6	0.013452914798206279
7	0.00966183574879227
8	0.014423076923076924
9	0.009569377990430622
10	0.014563106796116505
11	0.023923444976076555
12	0.005263157894736842
13	0.012875536480686695
14	0.01015228426395939
15	0.014084507042253521
16	0.0
17	0.018957345971563982
18	0.004672897196261682
19	0.01951219512195122
20	0.01809954751131222
21	0.013513513513513514
22	0.009345794392523364
23	0.015
24	0.020942408376963352
25	0.015625
