# table produced by DamageProfiler
# using mapped file ToA030.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA030.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	714
+	31	639
+	32	604
+	33	606
+	34	607
+	35	589
+	36	551
+	37	648
+	38	608
+	39	621
+	40	620
+	41	524
+	42	531
+	43	509
+	44	467
+	45	499
+	46	438
+	47	418
+	48	377
+	49	381
+	50	380
+	51	356
+	52	317
+	53	291
+	54	297
+	55	242
+	56	245
+	57	241
+	58	223
+	59	236
+	60	186
+	61	208
+	62	188
+	63	156
+	64	177
+	65	137
+	66	122
+	67	113
+	68	114
+	69	113
+	70	116
+	71	85
+	72	94
+	73	99
+	74	76
+	75	65
+	76	48
+	77	57
+	78	56
+	79	59
+	80	53
+	81	66
+	82	43
+	83	44
+	84	41
+	85	41
+	86	34
+	87	38
+	88	34
+	89	21
+	90	27
+	91	25
-	30	718
-	31	656
-	32	591
-	33	614
-	34	592
-	35	578
-	36	616
-	37	595
-	38	616
-	39	558
-	40	580
-	41	576
-	42	506
-	43	495
-	44	494
-	45	481
-	46	462
-	47	443
-	48	420
-	49	387
-	50	394
-	51	356
-	52	363
-	53	342
-	54	316
-	55	259
-	56	234
-	57	229
-	58	245
-	59	183
-	60	187
-	61	180
-	62	180
-	63	135
-	64	181
-	65	135
-	66	113
-	67	117
-	68	129
-	69	112
-	70	103
-	71	99
-	72	84
-	73	84
-	74	75
-	75	89
-	76	71
-	77	84
-	78	64
-	79	60
-	80	70
-	81	53
-	82	58
-	83	51
-	84	49
-	85	33
-	86	42
-	87	25
-	88	16
-	89	34
-	90	26
-	91	24
