# table produced by DamageProfiler
# using mapped file ToA030.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA030.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.009639920612418485
2	0.00593742863667504
3	0.005043373007867662
4	0.0042977143973432315
5	0.004653868528214078
6	0.003509420022164758
7	0.002904865649963689
8	0.003745318352059925
9	0.003686150605581885
10	0.003961109110550955
11	0.004134459823836059
12	0.004761065067889261
13	0.003452662184263129
14	0.0034129692832764505
15	0.004800853485064011
16	0.00413371675053918
17	0.0035112359550561797
18	0.003762766529295825
19	0.004340748779164406
20	0.0054186331061003325
21	0.0047812998052063045
22	0.0036114120621162874
23	0.003098796937659497
24	0.004062886415827592
25	0.0037533512064343165
