# table produced by DamageProfiler
# using mapped file ScA040.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA040.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	197
+	31	98
+	32	75
+	33	64
+	34	60
+	35	59
+	36	67
+	37	52
+	38	50
+	39	63
+	40	48
+	41	53
+	42	56
+	43	53
+	44	51
+	45	57
+	46	56
+	47	39
+	48	50
+	49	39
+	50	41
+	51	40
+	52	49
+	53	37
+	54	41
+	55	35
+	56	27
+	57	26
+	58	25
+	59	30
+	60	26
+	61	27
+	62	21
+	63	29
+	64	20
+	65	17
+	66	14
+	67	16
+	68	12
+	69	13
+	70	9
+	71	21
+	72	11
+	73	16
+	74	10
+	75	16
+	76	14
+	77	13
+	78	12
+	79	12
+	80	9
+	81	5
+	82	13
+	83	3
+	84	6
+	85	5
+	86	2
+	87	8
+	88	1
+	89	7
+	90	4
+	91	4
-	30	204
-	31	107
-	32	62
-	33	52
-	34	57
-	35	66
-	36	42
-	37	45
-	38	51
-	39	47
-	40	66
-	41	60
-	42	53
-	43	51
-	44	55
-	45	52
-	46	49
-	47	43
-	48	53
-	49	33
-	50	41
-	51	39
-	52	38
-	53	45
-	54	41
-	55	36
-	56	41
-	57	33
-	58	25
-	59	20
-	60	35
-	61	29
-	62	33
-	63	26
-	64	22
-	65	14
-	66	20
-	67	12
-	68	18
-	69	17
-	70	17
-	71	10
-	72	15
-	73	16
-	74	10
-	75	13
-	76	6
-	77	10
-	78	10
-	79	8
-	80	12
-	81	9
-	82	10
-	83	6
-	84	7
-	85	10
-	86	7
-	87	10
-	88	6
-	89	8
-	90	2
-	91	3
