# table produced by DamageProfiler
# using mapped file ScA040.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA040.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.06177606177606178
2	0.0113314447592068
3	0.010256410256410256
4	0.013157894736842105
5	0.007702182284980745
6	0.008
7	0.007936507936507936
8	0.00648508430609598
9	0.005208333333333333
10	0.006775067750677507
11	0.0013774104683195593
12	0.004054054054054054
13	0.006657789613848202
14	0.0038461538461538464
15	0.0039164490861618795
16	0.002472187886279357
17	0.00535475234270415
18	0.00975609756097561
19	0.007556675062972292
20	0.005291005291005291
21	0.005063291139240506
22	0.008547008547008548
23	0.010884353741496598
24	0.009320905459387484
25	0.007398273736128237
