# table produced by DamageProfiler
# using mapped file PcA024.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA024.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.037037037037037035
2	0.028169014084507043
3	0.006578947368421052
4	0.0070921985815602835
5	0.013157894736842105
6	0.03496503496503497
7	0.006289308176100629
8	0.0189873417721519
9	0.022388059701492536
10	0.02027027027027027
11	0.033112582781456956
12	0.023952095808383235
13	0.02054794520547945
14	0.02631578947368421
15	0.036585365853658534
16	0.014705882352941176
17	0.0064516129032258064
18	0.007246376811594203
19	0.026143790849673203
20	0.012578616352201259
21	0.03048780487804878
22	0.04597701149425287
23	0.03571428571428571
24	0.03550295857988166
25	0.02040816326530612
