# table produced by DamageProfiler
# using mapped file PcA024.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA024.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.033707865168539325
2	0.0660377358490566
3	0.017391304347826087
4	0.01818181818181818
5	0.05357142857142857
6	0.008928571428571428
7	0.058823529411764705
8	0.02586206896551724
9	0.008403361344537815
10	0.01680672268907563
11	0.016260162601626018
12	0.04
13	0.02727272727272727
14	0.007874015748031496
15	0.033783783783783786
16	0.05042016806722689
17	0.023255813953488372
18	0.03125
19	0.024193548387096774
20	0.009259259259259259
21	0.017241379310344827
22	0.022222222222222223
23	0.015873015873015872
24	0.03731343283582089
25	0.024242424242424242
