# table produced by DamageProfiler
# using mapped file RmA033.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA033.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.055
2	0.021834061135371178
3	0.03345724907063197
4	0.020618556701030927
5	0.03900709219858156
6	0.011111111111111112
7	0.013333333333333334
8	0.020172910662824207
9	0.043333333333333335
10	0.0273972602739726
11	0.023333333333333334
12	0.03076923076923077
13	0.018691588785046728
14	0.016722408026755852
15	0.016233766233766232
16	0.021021021021021023
17	0.015060240963855422
18	0.028846153846153848
19	0.030959752321981424
20	0.018808777429467086
21	0.041379310344827586
22	0.00625
23	0.015822784810126583
24	0.018617021276595744
25	0.00974025974025974
