# table produced by DamageProfiler
# using mapped file RmA033.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA033.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	172
+	31	83
+	32	52
+	33	26
+	34	14
+	35	26
+	36	26
+	37	22
+	38	35
+	39	24
+	40	22
+	41	24
+	42	20
+	43	19
+	44	20
+	45	13
+	46	12
+	47	19
+	48	11
+	49	13
+	50	10
+	51	17
+	52	16
+	53	8
+	54	14
+	55	5
+	56	7
+	57	8
+	58	10
+	59	6
+	60	12
+	61	13
+	62	2
+	63	9
+	64	10
+	65	7
+	66	7
+	67	5
+	68	2
+	69	5
+	70	7
+	71	4
+	72	5
+	73	2
+	74	3
+	75	5
+	76	3
+	77	3
+	78	1
+	79	1
+	80	5
+	81	6
+	82	1
+	83	2
+	84	2
+	85	3
+	86	3
+	87	2
+	89	1
+	90	1
+	91	1
-	30	190
-	31	79
-	32	32
-	33	32
-	34	28
-	35	21
-	36	24
-	37	22
-	38	17
-	39	18
-	40	17
-	41	20
-	42	23
-	43	19
-	44	15
-	45	18
-	46	16
-	47	18
-	48	19
-	49	11
-	50	10
-	51	12
-	52	18
-	53	12
-	54	7
-	55	11
-	56	8
-	57	9
-	58	15
-	59	2
-	60	9
-	61	7
-	62	10
-	63	6
-	64	6
-	65	2
-	66	10
-	67	5
-	68	4
-	69	6
-	70	4
-	71	5
-	72	4
-	73	3
-	74	5
-	75	6
-	76	2
-	77	2
-	78	2
-	79	4
-	80	4
-	81	8
-	82	4
-	83	2
-	84	2
-	85	2
-	86	2
-	87	2
-	88	1
-	89	1
-	90	1
