# table produced by DamageProfiler
# using mapped file RmA052.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA052.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	185
+	31	115
+	32	78
+	33	47
+	34	55
+	35	50
+	36	73
+	37	55
+	38	44
+	39	43
+	40	34
+	41	46
+	42	53
+	43	36
+	44	50
+	45	36
+	46	27
+	47	39
+	48	23
+	49	30
+	50	18
+	51	21
+	52	20
+	53	17
+	54	18
+	55	15
+	56	16
+	57	16
+	58	15
+	59	15
+	60	8
+	61	7
+	62	12
+	63	4
+	64	10
+	65	9
+	66	6
+	67	8
+	68	4
+	69	9
+	70	4
+	71	4
+	72	5
+	73	4
+	74	1
+	75	1
+	76	5
+	77	3
+	78	2
+	79	1
+	80	1
+	81	2
+	82	2
+	83	1
+	84	2
+	85	1
+	86	1
+	88	1
-	30	209
-	31	127
-	32	66
-	33	50
-	34	57
-	35	58
-	36	58
-	37	37
-	38	46
-	39	53
-	40	54
-	41	47
-	42	39
-	43	44
-	44	42
-	45	33
-	46	40
-	47	39
-	48	29
-	49	34
-	50	32
-	51	21
-	52	18
-	53	18
-	54	19
-	55	19
-	56	16
-	57	7
-	58	11
-	59	8
-	60	6
-	61	8
-	62	8
-	63	4
-	64	13
-	65	1
-	66	7
-	67	6
-	68	4
-	69	2
-	70	3
-	71	2
-	72	3
-	73	6
-	74	2
-	75	2
-	76	4
-	78	2
-	79	2
-	81	2
-	82	2
-	83	1
-	85	1
-	86	1
-	90	2
-	91	1
