# table produced by DamageProfiler
# using mapped file RmA051.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA051.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.049528301886792456
2	0.030136986301369864
3	0.010845986984815618
4	0.01098901098901099
5	0.025404157043879907
6	0.008771929824561403
7	0.004739336492890996
8	0.007228915662650603
9	0.00683371298405467
10	0.006521739130434782
11	0.004454342984409799
12	0.006423982869379015
13	0.013043478260869565
14	0.0091324200913242
15	0.011547344110854504
16	0.011286681715575621
17	0.009195402298850575
18	0.004016064257028112
19	0.004576659038901602
20	0.011337868480725623
21	0.010615711252653927
22	0.00954653937947494
23	0.009925558312655087
24	0.006741573033707865
25	0.009280742459396751
