# table produced by DamageProfiler
# using mapped file RmA051.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA051.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.029411764705882353
2	0.025089605734767026
3	0.016713091922005572
4	0.005305039787798408
5	0.014164305949008499
6	0.012315270935960592
7	0.0049504950495049506
8	0.0069767441860465115
9	0.01932367149758454
10	0.01152073732718894
11	0.007334963325183374
12	0.007228915662650603
13	0.017114914425427872
14	0.01694915254237288
15	0.009478672985781991
16	0.01837270341207349
17	0.0106951871657754
18	0.007075471698113208
19	0.010050251256281407
20	0.015267175572519083
21	0.0024154589371980675
22	0.00516795865633075
23	0.01856763925729443
24	0.004830917874396135
25	0.00954653937947494
