# table produced by DamageProfiler
# using mapped file RmA051.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA051.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	340
+	31	151
+	32	79
+	33	54
+	34	32
+	35	39
+	36	28
+	37	29
+	38	36
+	39	35
+	40	27
+	41	34
+	42	33
+	43	13
+	44	27
+	45	27
+	46	19
+	47	19
+	48	24
+	49	11
+	50	12
+	51	14
+	52	15
+	53	14
+	54	14
+	55	13
+	56	11
+	57	6
+	58	13
+	59	3
+	60	10
+	61	6
+	62	2
+	63	4
+	64	2
+	65	9
+	66	4
+	67	2
+	68	3
+	69	4
+	70	3
+	71	8
+	72	4
+	73	4
+	74	2
+	75	2
+	76	3
+	77	1
+	78	2
+	80	2
+	83	1
+	84	1
+	88	2
-	30	336
-	31	137
-	32	73
-	33	58
-	34	39
-	35	31
-	36	45
-	37	29
-	38	30
-	39	27
-	40	25
-	41	24
-	42	33
-	43	35
-	44	23
-	45	33
-	46	22
-	47	19
-	48	20
-	49	16
-	50	17
-	51	16
-	52	16
-	53	7
-	54	11
-	55	13
-	56	11
-	57	6
-	58	10
-	59	7
-	60	5
-	61	11
-	62	5
-	63	11
-	64	2
-	65	4
-	66	8
-	67	6
-	68	3
-	69	7
-	70	2
-	71	6
-	72	4
-	73	4
-	74	1
-	75	2
-	77	2
-	78	2
-	79	3
-	81	4
-	82	1
-	83	1
-	84	4
