# table produced by DamageProfiler
# using mapped file RxA021.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA021.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.0
2	0.0
3	0.0
4	0.037037037037037035
5	0.027777777777777776
6	0.0
7	0.12121212121212122
8	0.06451612903225806
9	0.0
10	0.0
11	0.0
12	0.0
13	0.043478260869565216
14	0.03125
15	0.0
16	0.0
17	0.0
18	0.0
19	0.03333333333333333
20	0.037037037037037035
21	0.037037037037037035
22	0.03225806451612903
23	0.09090909090909091
24	0.0
25	0.03225806451612903
