# table produced by DamageProfiler
# using mapped file PcA012.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA012.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.046831955922865015
2	0.04567307692307692
3	0.028513238289205704
4	0.02111324376199616
5	0.02697495183044316
6	0.018018018018018018
7	0.018214936247723135
8	0.02727272727272727
9	0.022058823529411766
10	0.024263431542461005
11	0.02112676056338028
12	0.024350649350649352
13	0.025295109612141653
14	0.03508771929824561
15	0.025594149908592323
16	0.019891500904159132
17	0.015810276679841896
18	0.021739130434782608
19	0.020066889632107024
20	0.028119507908611598
21	0.028419182948490232
22	0.025
23	0.02348993288590604
24	0.008912655971479501
25	0.013937282229965157
