# table produced by DamageProfiler
# using mapped file PcA012.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA012.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	301
+	31	147
+	32	75
+	33	45
+	34	43
+	35	32
+	36	38
+	37	32
+	38	23
+	39	40
+	40	19
+	41	37
+	42	39
+	43	23
+	44	34
+	45	24
+	46	24
+	47	36
+	48	23
+	49	35
+	50	25
+	51	34
+	52	40
+	53	30
+	54	16
+	55	24
+	56	16
+	57	16
+	58	18
+	59	22
+	60	20
+	61	22
+	62	17
+	63	14
+	64	13
+	65	12
+	66	10
+	67	13
+	68	11
+	69	20
+	70	7
+	71	8
+	72	16
+	73	9
+	74	9
+	75	8
+	76	10
+	77	9
+	78	2
+	79	8
+	80	6
+	81	4
+	82	8
+	83	4
+	84	2
+	85	5
+	86	11
+	87	5
+	88	4
+	89	6
+	90	4
+	91	4
-	30	307
-	31	130
-	32	88
-	33	54
-	34	34
-	35	47
-	36	27
-	37	33
-	38	34
-	39	28
-	40	35
-	41	40
-	42	36
-	43	25
-	44	33
-	45	38
-	46	33
-	47	27
-	48	24
-	49	21
-	50	33
-	51	25
-	52	24
-	53	22
-	54	14
-	55	20
-	56	20
-	57	24
-	58	14
-	59	15
-	60	16
-	61	15
-	62	17
-	63	17
-	64	20
-	65	7
-	66	11
-	67	6
-	68	11
-	69	9
-	70	7
-	71	14
-	72	11
-	73	6
-	74	8
-	75	13
-	76	8
-	77	12
-	78	7
-	79	9
-	80	3
-	81	7
-	82	8
-	83	6
-	84	4
-	85	7
-	86	8
-	87	3
-	88	5
-	89	6
-	90	6
-	91	4
