# table produced by DamageProfiler
# using mapped file PcA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.05421686746987952
2	0.03355704697986577
3	0.02702702702702703
4	0.024390243902439025
5	0.028169014084507043
6	0.012345679012345678
7	0.020833333333333332
8	0.012903225806451613
9	0.01098901098901099
10	0.024242424242424242
11	0.03508771929824561
12	0.02976190476190476
13	0.038461538461538464
14	0.052941176470588235
15	0.017857142857142856
16	0.006535947712418301
17	0.01282051282051282
18	0.0
19	0.05806451612903226
20	0.015748031496062992
21	0.041916167664670656
22	0.02
23	0.041666666666666664
24	0.05714285714285714
25	0.047619047619047616
