# table produced by DamageProfiler
# using mapped file PcA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	47
+	31	29
+	32	19
+	33	12
+	34	11
+	35	10
+	36	9
+	37	5
+	38	6
+	39	7
+	40	4
+	41	12
+	42	7
+	43	11
+	44	9
+	45	7
+	46	5
+	47	9
+	48	6
+	49	7
+	50	2
+	51	8
+	52	9
+	53	6
+	54	4
+	55	7
+	56	4
+	57	2
+	58	3
+	59	4
+	60	6
+	61	4
+	62	1
+	63	7
+	64	5
+	65	1
+	66	3
+	67	5
+	68	1
+	69	6
+	70	3
+	71	3
+	72	4
+	73	3
+	74	2
+	75	2
+	76	2
+	77	3
+	78	2
+	79	5
+	80	2
+	81	2
+	85	1
+	86	2
+	88	2
+	89	2
+	91	1
+	92	2
+	93	1
+	94	1
+	95	2
+	97	2
+	100	1
+	102	1
+	107	1
+	108	1
+	109	2
+	110	3
+	111	1
+	114	1
+	120	2
+	123	1
+	125	2
+	132	1
+	139	1
+	140	1
+	148	1
+	152	1
+	162	1
+	166	1
+	173	1
+	183	1
+	189	1
+	206	1
+	242	1
-	30	46
-	31	20
-	32	15
-	33	17
-	34	4
-	35	13
-	36	7
-	37	8
-	38	8
-	39	5
-	40	7
-	41	6
-	42	5
-	43	9
-	44	6
-	45	10
-	46	8
-	47	3
-	48	8
-	49	5
-	50	4
-	51	9
-	52	6
-	53	14
-	54	5
-	55	4
-	56	4
-	57	5
-	58	6
-	59	3
-	60	4
-	61	5
-	62	4
-	63	1
-	64	4
-	65	6
-	66	1
-	67	1
-	68	4
-	69	4
-	70	7
-	71	2
-	72	2
-	73	6
-	74	3
-	75	3
-	76	3
-	77	1
-	78	2
-	79	2
-	80	2
-	81	1
-	82	1
-	83	1
-	85	2
-	87	3
-	89	2
-	90	2
-	91	3
-	92	3
-	93	2
-	94	2
-	98	1
-	99	2
-	102	1
-	103	1
-	104	2
-	105	1
-	106	1
-	111	1
-	113	1
-	114	1
-	115	1
-	116	2
-	117	1
-	119	1
-	122	1
-	125	2
-	126	1
-	127	1
-	133	1
-	134	1
-	136	1
-	138	1
-	145	1
-	146	1
-	159	1
-	166	1
-	172	1
-	173	1
-	177	1
