# table produced by DamageProfiler
# using mapped file PcA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA001.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.047244094488188976
2	0.022727272727272728
3	0.03636363636363636
4	0.038461538461538464
5	0.012422360248447204
6	0.01875
7	0.032467532467532464
8	0.027972027972027972
9	0.028169014084507043
10	0.04666666666666667
11	0.0
12	0.05063291139240506
13	0.051470588235294115
14	0.022556390977443608
15	0.013888888888888888
16	0.02857142857142857
17	0.0
18	0.03546099290780142
19	0.0136986301369863
20	0.006896551724137931
21	0.06976744186046512
22	0.007575757575757576
23	0.007518796992481203
24	0.0364963503649635
25	0.04895104895104895
