# table produced by DamageProfiler
# using mapped file ScA012.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA012.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	707
+	31	686
+	32	704
+	33	591
+	34	671
+	35	636
+	36	637
+	37	642
+	38	598
+	39	630
+	40	573
+	41	519
+	42	517
+	43	493
+	44	450
+	45	405
+	46	395
+	47	373
+	48	362
+	49	329
+	50	307
+	51	278
+	52	226
+	53	279
+	54	227
+	55	222
+	56	182
+	57	179
+	58	172
+	59	135
+	60	136
+	61	131
+	62	120
+	63	96
+	64	103
+	65	94
+	66	91
+	67	76
+	68	62
+	69	69
+	70	56
+	71	56
+	72	48
+	73	53
+	74	52
+	75	36
+	76	36
+	77	34
+	78	31
+	79	33
+	80	20
+	81	19
+	82	18
+	83	25
+	84	12
+	85	23
+	86	15
+	87	9
+	88	13
+	89	20
+	90	8
+	91	9
-	30	735
-	31	658
-	32	659
-	33	637
-	34	656
-	35	634
-	36	639
-	37	637
-	38	621
-	39	574
-	40	566
-	41	509
-	42	523
-	43	421
-	44	427
-	45	458
-	46	380
-	47	363
-	48	347
-	49	344
-	50	289
-	51	297
-	52	240
-	53	239
-	54	216
-	55	197
-	56	181
-	57	188
-	58	165
-	59	147
-	60	138
-	61	128
-	62	110
-	63	115
-	64	100
-	65	81
-	66	67
-	67	73
-	68	80
-	69	78
-	70	52
-	71	59
-	72	42
-	73	47
-	74	37
-	75	41
-	76	30
-	77	25
-	78	28
-	79	21
-	80	33
-	81	21
-	82	27
-	83	14
-	84	14
-	85	17
-	86	13
-	87	9
-	88	13
-	89	11
-	90	9
-	91	12
