# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_004.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_004.bam
pos	5pC>T
1	0.030054644808743168
2	0.024615384615384615
3	0.014204545454545454
4	0.027855153203342618
5	0.0058823529411764705
6	0.02147239263803681
7	0.03125
8	0.018808777429467086
9	0.020066889632107024
10	0.02912621359223301
11	0.0219435736677116
12	0.01935483870967742
13	0.024922118380062305
14	0.023890784982935155
15	0.0392156862745098
16	0.012539184952978056
17	0.01904761904761905
18	0.02631578947368421
19	0.018461538461538463
20	0.016025641025641024
21	0.026578073089700997
22	0.006825938566552901
23	0.022388059701492536
24	0.01644736842105263
25	0.031141868512110725
