# table produced by DamageProfiler
# using mapped file RxA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.09553571428571428
2	0.031683168316831684
3	0.012345679012345678
4	0.009868421052631578
5	0.008960573476702509
6	0.009632224168126095
7	0.012953367875647668
8	0.01004566210045662
9	0.009874326750448833
10	0.00807899461400359
11	0.009345794392523364
12	0.007614213197969543
13	0.010416666666666666
14	0.011743450767841012
15	0.010327022375215147
16	0.01282051282051282
17	0.0136986301369863
18	0.011659192825112108
19	0.007582139848357203
20	0.015544041450777202
21	0.009149130832570906
22	0.008071748878923767
23	0.013914656771799629
24	0.008555133079847909
25	0.009025270758122744
