# table produced by DamageProfiler
# using mapped file RxA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA002.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.019801980198019802
2	0.024975984630163303
3	0.011391375101708706
4	0.012987012987012988
5	0.010247651579846286
6	0.010178117048346057
7	0.007950530035335688
8	0.011764705882352941
9	0.009838998211091235
10	0.0063119927862939585
11	0.010101010101010102
12	0.012770137524557957
13	0.011267605633802818
14	0.0076481835564053535
15	0.012142237640936688
16	0.006597549481621112
17	0.007285974499089253
18	0.008234217749313814
19	0.009945750452079566
20	0.009208103130755065
21	0.006505576208178439
22	0.01743119266055046
23	0.005671077504725898
24	0.010357815442561206
25	0.012808783165599268
