# table produced by DamageProfiler
# using mapped file PcA005.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA005.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.027559055118110236
2	0.012875536480686695
3	0.011363636363636364
4	0.032846715328467155
5	0.014285714285714285
6	0.019305019305019305
7	0.01556420233463035
8	0.0078125
9	0.015444015444015444
10	0.01293103448275862
11	0.004081632653061225
12	0.024489795918367346
13	0.011235955056179775
14	0.007874015748031496
15	0.03333333333333333
16	0.02109704641350211
17	0.025925925925925925
18	0.019305019305019305
19	0.007905138339920948
20	0.015748031496062992
21	0.00796812749003984
22	0.012295081967213115
23	0.03361344537815126
24	0.03862660944206009
25	0.015267175572519083
