# table produced by DamageProfiler
# using mapped file PcA019.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA019.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	232
+	31	104
+	32	53
+	33	17
+	34	6
+	35	10
+	36	4
+	37	4
+	38	3
+	39	3
+	40	2
+	41	2
+	42	3
+	43	3
+	44	2
+	45	1
+	48	2
+	49	4
+	50	1
+	51	1
+	52	1
+	53	2
+	54	1
+	57	3
+	59	1
+	60	1
+	80	1
+	83	1
+	84	1
-	30	247
-	31	91
-	32	31
-	33	21
-	34	15
-	35	1
-	36	8
-	37	6
-	38	3
-	39	4
-	41	3
-	42	2
-	44	1
-	45	1
-	46	1
-	47	1
-	51	1
-	52	1
-	53	1
-	54	2
-	55	1
-	58	2
-	60	1
-	61	1
-	70	1
