# table produced by DamageProfiler
# using mapped file RmA034.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA034.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	275
+	31	210
+	32	161
+	33	186
+	34	150
+	35	149
+	36	144
+	37	141
+	38	141
+	39	147
+	40	131
+	41	123
+	42	124
+	43	161
+	44	125
+	45	120
+	46	116
+	47	133
+	48	116
+	49	131
+	50	117
+	51	107
+	52	114
+	53	113
+	54	88
+	55	86
+	56	87
+	57	90
+	58	80
+	59	78
+	60	85
+	61	72
+	62	70
+	63	62
+	64	65
+	65	63
+	66	77
+	67	66
+	68	55
+	69	48
+	70	54
+	71	56
+	72	53
+	73	41
+	74	50
+	75	41
+	76	42
+	77	33
+	78	32
+	79	28
+	80	28
+	81	23
+	82	27
+	83	24
+	84	24
+	85	16
+	86	24
+	87	17
+	88	17
+	89	23
+	90	10
+	91	19
-	30	284
-	31	192
-	32	154
-	33	137
-	34	167
-	35	167
-	36	162
-	37	148
-	38	152
-	39	143
-	40	165
-	41	127
-	42	159
-	43	123
-	44	133
-	45	132
-	46	123
-	47	109
-	48	127
-	49	123
-	50	115
-	51	122
-	52	104
-	53	96
-	54	91
-	55	85
-	56	73
-	57	78
-	58	77
-	59	67
-	60	72
-	61	66
-	62	69
-	63	51
-	64	63
-	65	58
-	66	53
-	67	55
-	68	52
-	69	46
-	70	44
-	71	54
-	72	36
-	73	51
-	74	34
-	75	34
-	76	45
-	77	39
-	78	32
-	79	22
-	80	30
-	81	29
-	82	33
-	83	23
-	84	31
-	85	29
-	86	23
-	87	17
-	88	20
-	89	21
-	90	18
-	91	17
