# table produced by DamageProfiler
# using mapped file RmA034.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA034.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.017511520737327188
2	0.011764705882352941
3	0.00625
4	0.007797270955165692
5	0.0030358227079538553
6	0.005205320994794679
7	0.0028457598178713715
8	0.003257328990228013
9	0.000546448087431694
10	0.002788622420524261
11	0.003713527851458886
12	0.0016759776536312849
13	0.0026766595289079227
14	0.0016146393972012918
15	0.00273224043715847
16	0.002656748140276302
17	0.0026553372278279343
18	0.0027159152634437804
19	0.004904632152588556
20	0.002641310089804543
21	0.0010526315789473684
22	0.0031982942430703624
23	0.0037373198077949813
24	0.0005175983436853002
25	0.0010758472296933835
