# table produced by DamageProfiler
# using mapped file RmA002.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA002.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	1134
+	31	1073
+	32	986
+	33	928
+	34	991
+	35	903
+	36	893
+	37	881
+	38	825
+	39	787
+	40	798
+	41	723
+	42	715
+	43	685
+	44	646
+	45	607
+	46	598
+	47	540
+	48	463
+	49	420
+	50	422
+	51	375
+	52	365
+	53	347
+	54	277
+	55	243
+	56	250
+	57	207
+	58	201
+	59	187
+	60	177
+	61	147
+	62	132
+	63	130
+	64	106
+	65	118
+	66	90
+	67	106
+	68	71
+	69	66
+	70	76
+	71	47
+	72	52
+	73	34
+	74	38
+	75	35
+	76	30
+	77	42
+	78	29
+	79	21
+	80	28
+	81	18
+	82	21
+	83	21
+	84	12
+	85	17
+	86	13
+	87	15
+	88	8
+	89	5
+	90	13
+	91	9
+	92	3
+	93	3
+	94	5
+	95	4
+	96	12
+	97	2
+	98	2
+	99	3
+	101	1
+	102	2
+	103	2
+	104	2
+	105	1
+	106	1
+	107	2
+	108	6
+	109	2
+	110	1
+	111	2
+	112	3
+	113	2
+	114	2
+	115	1
+	116	2
+	119	1
+	123	1
+	126	1
+	127	1
+	129	1
+	130	1
+	131	1
+	133	1
+	135	1
+	136	1
+	138	3
+	140	1
+	149	1
+	156	1
+	163	1
+	179	1
+	201	1
-	30	1098
-	31	968
-	32	1027
-	33	962
-	34	908
-	35	919
-	36	888
-	37	889
-	38	868
-	39	850
-	40	726
-	41	709
-	42	695
-	43	651
-	44	615
-	45	620
-	46	525
-	47	525
-	48	486
-	49	444
-	50	414
-	51	352
-	52	321
-	53	310
-	54	316
-	55	254
-	56	252
-	57	229
-	58	207
-	59	209
-	60	193
-	61	161
-	62	142
-	63	120
-	64	118
-	65	92
-	66	99
-	67	87
-	68	75
-	69	79
-	70	70
-	71	59
-	72	49
-	73	52
-	74	41
-	75	39
-	76	40
-	77	26
-	78	28
-	79	20
-	80	29
-	81	20
-	82	17
-	83	12
-	84	16
-	85	19
-	86	17
-	87	13
-	88	13
-	89	13
-	90	8
-	91	10
-	92	8
-	93	9
-	94	4
-	95	8
-	96	5
-	97	3
-	99	7
-	100	5
-	101	6
-	102	2
-	103	7
-	104	4
-	105	1
-	106	2
-	107	3
-	108	1
-	109	3
-	111	1
-	112	2
-	113	2
-	115	1
-	116	2
-	117	1
-	119	1
-	120	3
-	121	2
-	122	2
-	123	1
-	124	1
-	125	1
-	127	3
-	128	1
-	131	2
-	132	1
-	135	1
-	137	1
-	142	1
-	150	2
-	152	1
-	154	1
-	157	1
-	165	1
-	178	1
-	187	1
-	208	1
-	267	1
