# table produced by DamageProfiler
# using mapped file RmA002.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA002.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014991037966433111
2	0.00877856818525806
3	0.005025125628140704
4	0.00283247909360669
5	0.0034965034965034965
6	0.0018375114844467778
7	0.0023167075497410737
8	0.0019209659714599342
9	0.0025846823561420213
10	0.0021843003412969283
11	0.0038785609201551423
12	0.0022760744410228947
13	0.0018572565667285751
14	0.0024183796856106408
15	0.002100564526716555
16	0.002011263073209976
17	0.0027881040892193307
18	0.002259736807124817
19	0.0017303340875815254
20	0.0027851458885941646
21	0.0025630648860110617
22	0.0014466070489216202
23	0.00120789155818011
24	0.001986228813559322
25	0.0019804594665962503
