# table produced by DamageProfiler
# using mapped file ToA035.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA035.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.02531645569620253
2	0.023809523809523808
3	0.033707865168539325
4	0.03125
5	0.010309278350515464
6	0.020833333333333332
7	0.0196078431372549
8	0.023255813953488372
9	0.014084507042253521
10	0.017857142857142856
11	0.03571428571428571
12	0.02040816326530612
13	0.02040816326530612
14	0.019801980198019802
15	0.0
16	0.009174311926605505
17	0.009708737864077669
18	0.009900990099009901
19	0.018867924528301886
20	0.04424778761061947
21	0.037383177570093455
22	0.01904761904761905
23	0.031578947368421054
24	0.02
25	0.03333333333333333
