# table produced by DamageProfiler
# using mapped file RxA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.023774581743469327
2	0.019845360824742267
3	0.018366895330825403
4	0.012282268870031265
5	0.013370118845500848
6	0.008252818035426731
7	0.011370558375634518
8	0.0118521494576135
9	0.007834471675371634
10	0.008275862068965517
11	0.009464357631896899
12	0.009801919542577088
13	0.007514216084484159
14	0.009174311926605505
15	0.007985257985257985
16	0.008521601268331352
17	0.009454838060752363
18	0.00854191497814859
19	0.009561752988047808
20	0.006268958543983822
21	0.011904761904761904
22	0.008511480601741884
23	0.011556086869894401
24	0.010551948051948052
25	0.009529366005445352
