# table produced by DamageProfiler
# using mapped file RxA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	566
+	31	415
+	32	353
+	33	368
+	34	335
+	35	368
+	36	396
+	37	381
+	38	368
+	39	356
+	40	361
+	41	376
+	42	374
+	43	356
+	44	359
+	45	333
+	46	347
+	47	325
+	48	316
+	49	292
+	50	296
+	51	299
+	52	285
+	53	279
+	54	272
+	55	260
+	56	282
+	57	250
+	58	241
+	59	211
+	60	219
+	61	200
+	62	196
+	63	211
+	64	146
+	65	202
+	66	166
+	67	145
+	68	144
+	69	125
+	70	141
+	71	117
+	72	93
+	73	115
+	74	118
+	75	98
+	76	74
+	77	110
+	78	110
+	79	85
+	80	84
+	81	68
+	82	61
+	83	57
+	84	71
+	85	64
+	86	53
+	87	49
+	88	40
+	89	53
+	90	36
+	91	52
-	30	572
-	31	391
-	32	326
-	33	369
-	34	345
-	35	343
-	36	345
-	37	374
-	38	378
-	39	357
-	40	340
-	41	381
-	42	376
-	43	379
-	44	316
-	45	352
-	46	340
-	47	357
-	48	340
-	49	326
-	50	337
-	51	272
-	52	311
-	53	268
-	54	259
-	55	286
-	56	267
-	57	238
-	58	229
-	59	242
-	60	217
-	61	208
-	62	217
-	63	213
-	64	197
-	65	159
-	66	193
-	67	167
-	68	133
-	69	131
-	70	144
-	71	128
-	72	124
-	73	110
-	74	121
-	75	100
-	76	107
-	77	95
-	78	100
-	79	89
-	80	76
-	81	76
-	82	82
-	83	66
-	84	71
-	85	68
-	86	57
-	87	52
-	88	62
-	89	43
-	90	50
-	91	53
