# table produced by DamageProfiler
# using mapped file RxA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.08713692946058091
2	0.017431972789115645
3	0.013192612137203167
4	0.012962962962962963
5	0.010443864229765013
6	0.01039539632448487
7	0.009716136406934655
8	0.008372978116079923
9	0.012514439738159414
10	0.010570824524312896
11	0.009926952612848847
12	0.00996126175982291
13	0.01169482086504548
14	0.009855813104581128
15	0.010970304520522035
16	0.011456023651145602
17	0.009342301943198805
18	0.011824324324324325
19	0.012385670731707318
20	0.011036288814066592
21	0.012417685794920037
22	0.010636312744915097
23	0.011724659606656581
24	0.01178743961352657
25	0.01134001134001134
