# table produced by DamageProfiler
# using mapped file ScA033.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA033.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.011276268580215274
2	0.008682439765574127
3	0.004646175839885632
4	0.006097560975609756
5	0.0032804811372334607
6	0.004533565823888404
7	0.004698774962241987
8	0.004967709885742673
9	0.0028089887640449437
10	0.0036826247070639436
11	0.005221932114882507
12	0.004004004004004004
13	0.0037748235680288857
14	0.0047169811320754715
15	0.0034423407917383822
16	0.004509771170870219
17	0.0040747028862478775
18	0.0030145704237146205
19	0.00268591572939399
20	0.005285761480013214
21	0.004506008010680908
22	0.0029796391325939415
23	0.005328005328005328
24	0.003284072249589491
25	0.0033978933061501867
