# table produced by DamageProfiler
# using mapped file ScA038.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA038.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.05555555555555555
2	0.0
3	0.027777777777777776
4	0.02666666666666667
5	0.0
6	0.0
7	0.02702702702702703
8	0.013888888888888888
9	0.05172413793103448
10	0.013157894736842105
11	0.0
12	0.012345679012345678
13	0.011235955056179775
14	0.013888888888888888
15	0.012658227848101266
16	0.06060606060606061
17	0.0125
18	0.03896103896103896
19	0.0125
20	0.0
21	0.06097560975609756
22	0.0
23	0.016129032258064516
24	0.04395604395604396
25	0.013333333333333334
