# table produced by DamageProfiler
# using mapped file PaA010.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA010.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.04065040650406504
2	0.04584304584304584
3	0.028867505551443375
4	0.014878621769772905
5	0.031821797931583136
6	0.03084040092521203
7	0.023980815347721823
8	0.027095681625740897
9	0.03162055335968379
10	0.036028823058446756
11	0.030110935023771792
12	0.024819855884707767
13	0.03971405877680699
14	0.023007395234182416
15	0.033204633204633204
16	0.0304
17	0.022953328232593728
18	0.02558139534883721
19	0.03393843725335438
20	0.027450980392156862
21	0.03453689167974882
22	0.030120481927710843
23	0.03335919317300233
24	0.03588516746411483
25	0.034294621979735
