# table produced by DamageProfiler
# using mapped file PaA010.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA010.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	223
+	31	146
+	32	102
+	33	75
+	34	66
+	35	64
+	36	62
+	37	72
+	38	55
+	39	62
+	40	59
+	41	59
+	42	76
+	43	78
+	44	79
+	45	62
+	46	82
+	47	63
+	48	48
+	49	67
+	50	46
+	51	44
+	52	48
+	53	42
+	54	52
+	55	45
+	56	54
+	57	34
+	58	41
+	59	46
+	60	34
+	61	35
+	62	26
+	63	25
+	64	37
+	65	34
+	66	22
+	67	26
+	68	28
+	69	24
+	70	24
+	71	28
+	72	23
+	73	32
+	74	19
+	75	17
+	76	18
+	77	16
+	78	19
+	79	13
+	80	15
+	81	11
+	82	12
+	83	8
+	84	8
+	85	8
+	86	10
+	87	5
+	88	11
+	89	12
+	90	6
+	91	9
+	92	7
+	93	12
+	94	2
+	95	14
+	96	9
+	97	6
+	98	8
+	99	8
+	100	11
+	101	5
+	102	5
+	103	8
+	104	1
+	105	3
+	106	5
+	107	3
+	108	2
+	109	4
+	110	3
+	111	4
+	112	2
+	113	5
+	114	2
+	115	2
+	116	2
+	117	3
+	118	3
+	119	4
+	120	3
+	121	1
+	122	2
+	123	4
+	124	2
+	125	3
+	126	5
+	127	3
+	128	3
+	129	2
+	130	2
+	132	1
+	135	3
+	137	1
+	140	3
+	141	1
+	142	2
+	143	1
+	144	2
+	148	2
+	150	1
+	151	1
+	155	1
+	159	1
+	162	2
+	166	1
+	167	1
+	171	1
+	177	1
+	194	1
+	202	1
+	204	1
+	260	1
+	262	1
-	30	260
-	31	140
-	32	99
-	33	73
-	34	73
-	35	61
-	36	71
-	37	56
-	38	49
-	39	50
-	40	62
-	41	49
-	42	70
-	43	68
-	44	76
-	45	69
-	46	58
-	47	71
-	48	51
-	49	52
-	50	55
-	51	47
-	52	51
-	53	46
-	54	40
-	55	55
-	56	44
-	57	47
-	58	31
-	59	45
-	60	35
-	61	29
-	62	28
-	63	31
-	64	43
-	65	32
-	66	29
-	67	31
-	68	31
-	69	19
-	70	27
-	71	24
-	72	23
-	73	32
-	74	23
-	75	16
-	76	16
-	77	15
-	78	21
-	79	17
-	80	9
-	81	14
-	82	16
-	83	11
-	84	11
-	85	8
-	86	12
-	87	13
-	88	8
-	89	9
-	90	11
-	91	9
-	92	6
-	93	5
-	94	10
-	95	7
-	96	8
-	97	9
-	98	7
-	99	7
-	100	5
-	101	4
-	102	3
-	103	13
-	104	2
-	105	3
-	106	4
-	107	4
-	108	5
-	109	3
-	110	2
-	111	3
-	112	2
-	113	5
-	114	3
-	115	2
-	116	2
-	117	5
-	118	2
-	119	1
-	120	2
-	121	4
-	122	4
-	123	5
-	124	2
-	125	1
-	127	3
-	131	3
-	134	3
-	135	1
-	136	1
-	138	1
-	139	2
-	140	1
-	141	1
-	142	1
-	143	1
-	144	4
-	145	1
-	146	2
-	148	1
-	152	1
-	153	1
-	154	1
-	155	1
-	156	1
-	157	1
-	158	1
-	159	2
-	160	1
-	165	1
-	169	1
-	175	1
-	187	1
-	197	1
-	200	1
-	201	1
-	202	1
