# table produced by DamageProfiler
# using mapped file ScA048.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA048.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	126
+	31	71
+	32	46
+	33	48
+	34	35
+	35	45
+	36	31
+	37	30
+	38	25
+	39	31
+	40	31
+	41	28
+	42	35
+	43	32
+	44	31
+	45	20
+	46	24
+	47	30
+	48	32
+	49	42
+	50	35
+	51	27
+	52	23
+	53	22
+	54	23
+	55	20
+	56	20
+	57	24
+	58	21
+	59	17
+	60	18
+	61	15
+	62	13
+	63	15
+	64	12
+	65	12
+	66	11
+	67	7
+	68	6
+	69	9
+	70	10
+	71	9
+	72	4
+	73	7
+	74	17
+	75	3
+	76	5
+	77	3
+	78	5
+	79	4
+	80	6
+	81	5
+	82	4
+	83	2
+	84	3
+	85	2
+	86	2
+	87	3
+	88	2
+	89	2
+	90	3
+	91	1
-	30	125
-	31	69
-	32	63
-	33	38
-	34	45
-	35	39
-	36	43
-	37	55
-	38	40
-	39	43
-	40	38
-	41	40
-	42	26
-	43	44
-	44	38
-	45	37
-	46	40
-	47	29
-	48	31
-	49	32
-	50	30
-	51	29
-	52	35
-	53	27
-	54	25
-	55	27
-	56	17
-	57	17
-	58	16
-	59	23
-	60	11
-	61	15
-	62	13
-	63	15
-	64	8
-	65	13
-	66	12
-	67	10
-	68	10
-	69	10
-	70	7
-	71	9
-	72	4
-	73	13
-	74	5
-	75	6
-	76	15
-	77	9
-	78	7
-	79	4
-	80	1
-	81	7
-	82	4
-	83	2
-	84	2
-	85	5
-	86	3
-	87	1
-	88	3
-	89	4
-	91	2
