# table produced by DamageProfiler
# using mapped file ScA048.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA048.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.019083969465648856
2	0.01832460732984293
3	0.008988764044943821
4	0.008639308855291577
5	0.0021598272138228943
6	0.01762114537444934
7	0.00625
8	0.0020408163265306124
9	0.003992015968063872
10	0.007707129094412331
11	0.010121457489878543
12	0.0038314176245210726
13	0.00423728813559322
14	0.004048582995951417
15	0.0
16	0.0
17	0.004210526315789474
18	0.0041841004184100415
19	0.0
20	0.008403361344537815
21	0.006342494714587738
22	0.010309278350515464
23	0.010183299389002037
24	0.012658227848101266
25	0.006276150627615063
