# table produced by DamageProfiler
# using mapped file PcA026.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA026.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.08290997764681975
2	0.03259361997226075
3	0.020799347471451877
4	0.016331408086038637
5	0.01832512315270936
6	0.01829389540664148
7	0.01929392446633826
8	0.02067397146991937
9	0.017065556711758585
10	0.017912291537986413
11	0.016181229773462782
12	0.022143139580862
13	0.014483884128926969
14	0.016475788627687362
15	0.018894472361809043
16	0.017982017982017984
17	0.018615944961554026
18	0.015089722675367047
19	0.018914473684210526
20	0.01750503018108652
21	0.01723089397932293
22	0.01844719237786337
23	0.01622596153846154
24	0.019168026101141926
25	0.0149812734082397
