# table produced by DamageProfiler
# using mapped file ScA006.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA006.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	211
+	31	209
+	32	176
+	33	195
+	34	192
+	35	188
+	36	178
+	37	162
+	38	193
+	39	185
+	40	208
+	41	183
+	42	171
+	43	173
+	44	147
+	45	146
+	46	150
+	47	132
+	48	109
+	49	106
+	50	118
+	51	107
+	52	96
+	53	66
+	54	86
+	55	72
+	56	67
+	57	77
+	58	78
+	59	63
+	60	49
+	61	53
+	62	47
+	63	44
+	64	37
+	65	33
+	66	40
+	67	32
+	68	35
+	69	28
+	70	29
+	71	24
+	72	29
+	73	13
+	74	22
+	75	26
+	76	16
+	77	23
+	78	24
+	79	13
+	80	18
+	81	14
+	82	9
+	83	9
+	84	11
+	85	8
+	86	6
+	87	7
+	88	3
+	89	3
+	90	1
+	91	6
+	92	7
+	93	6
+	94	5
+	95	1
+	96	2
+	97	2
+	98	1
+	99	10
+	100	2
+	101	1
+	102	3
+	103	3
+	104	2
+	106	1
+	107	4
+	108	3
+	109	2
+	110	2
+	111	1
+	112	2
+	114	4
+	115	2
+	117	1
+	119	4
+	120	2
+	121	2
+	122	1
+	124	1
+	128	1
+	129	1
+	134	1
+	135	1
+	138	1
+	143	1
+	144	1
+	149	1
+	151	1
+	152	1
+	173	1
+	192	1
-	30	196
-	31	210
-	32	209
-	33	178
-	34	215
-	35	222
-	36	222
-	37	209
-	38	198
-	39	194
-	40	182
-	41	168
-	42	152
-	43	154
-	44	156
-	45	165
-	46	119
-	47	123
-	48	125
-	49	116
-	50	92
-	51	92
-	52	87
-	53	89
-	54	89
-	55	72
-	56	77
-	57	71
-	58	63
-	59	63
-	60	64
-	61	58
-	62	48
-	63	40
-	64	41
-	65	47
-	66	38
-	67	27
-	68	29
-	69	34
-	70	22
-	71	20
-	72	27
-	73	29
-	74	22
-	75	21
-	76	10
-	77	12
-	78	14
-	79	10
-	80	13
-	81	12
-	82	11
-	83	15
-	84	6
-	85	11
-	86	4
-	87	8
-	88	18
-	89	4
-	90	6
-	91	6
-	92	5
-	93	5
-	94	5
-	95	5
-	96	3
-	98	2
-	99	2
-	100	3
-	101	2
-	102	5
-	103	4
-	104	2
-	105	5
-	106	2
-	107	1
-	108	1
-	109	3
-	111	2
-	112	2
-	113	2
-	114	2
-	115	2
-	117	2
-	118	3
-	121	4
-	124	1
-	126	2
-	129	2
-	133	1
-	135	1
-	137	1
-	142	1
-	149	1
-	154	1
-	155	1
-	160	1
-	169	1
-	177	1
-	225	1
