# table produced by DamageProfiler
# using mapped file ScA006.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA006.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.011242603550295858
2	0.011668611435239206
3	0.004780114722753346
4	0.0019138755980861245
5	0.0033980582524271844
6	0.001841620626151013
7	0.0033112582781456954
8	0.004596527068437181
9	0.002485089463220676
10	0.0028462998102466793
11	0.0028846153846153848
12	0.00533462657613967
13	0.0034280117531831538
14	0.0034129692832764505
15	0.0024509803921568627
16	0.0033931168201648087
17	0.0019258545979778526
18	0.002531645569620253
19	0.002454590083456063
20	0.0019880715705765406
21	0.001892147587511826
22	0.004887585532746823
23	0.004211511464670099
24	0.0038314176245210726
25	0.005342399222923749
