# table produced by DamageProfiler
# using mapped file PcA010.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA010.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	1549
+	31	1533
+	32	1541
+	33	1607
+	34	1609
+	35	1635
+	36	1678
+	37	1660
+	38	1813
+	39	1799
+	40	1868
+	41	1839
+	42	1782
+	43	1815
+	44	1749
+	45	1700
+	46	1679
+	47	1621
+	48	1592
+	49	1572
+	50	1613
+	51	1559
+	52	1421
+	53	1421
+	54	1345
+	55	1257
+	56	1161
+	57	1269
+	58	1130
+	59	1141
+	60	1085
+	61	1040
+	62	1022
+	63	1018
+	64	900
+	65	881
+	66	834
+	67	778
+	68	776
+	69	763
+	70	690
+	71	665
+	72	696
+	73	628
+	74	575
+	75	542
+	76	520
+	77	489
+	78	509
+	79	450
+	80	413
+	81	425
+	82	473
+	83	349
+	84	340
+	85	352
+	86	316
+	87	340
+	88	298
+	89	276
+	90	268
+	91	272
-	30	1468
-	31	1584
-	32	1499
-	33	1547
-	34	1638
-	35	1666
-	36	1712
-	37	1761
-	38	1738
-	39	1778
-	40	1767
-	41	1881
-	42	1833
-	43	1732
-	44	1744
-	45	1681
-	46	1670
-	47	1596
-	48	1562
-	49	1522
-	50	1555
-	51	1562
-	52	1494
-	53	1396
-	54	1307
-	55	1300
-	56	1240
-	57	1167
-	58	1139
-	59	1098
-	60	1106
-	61	1046
-	62	986
-	63	949
-	64	900
-	65	860
-	66	804
-	67	807
-	68	776
-	69	775
-	70	700
-	71	652
-	72	645
-	73	634
-	74	580
-	75	568
-	76	576
-	77	542
-	78	504
-	79	481
-	80	477
-	81	447
-	82	424
-	83	420
-	84	400
-	85	311
-	86	339
-	87	327
-	88	303
-	89	283
-	90	289
-	91	282
