# table produced by DamageProfiler
# using mapped file ScA039.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA039.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	816
+	31	841
+	32	810
+	33	818
+	34	812
+	35	863
+	36	898
+	37	884
+	38	851
+	39	862
+	40	802
+	41	899
+	42	829
+	43	792
+	44	790
+	45	698
+	46	668
+	47	704
+	48	665
+	49	623
+	50	656
+	51	610
+	52	549
+	53	542
+	54	494
+	55	457
+	56	443
+	57	424
+	58	456
+	59	409
+	60	389
+	61	369
+	62	319
+	63	273
+	64	283
+	65	262
+	66	284
+	67	225
+	68	217
+	69	227
+	70	179
+	71	172
+	72	160
+	73	157
+	74	158
+	75	144
+	76	135
+	77	116
+	78	105
+	79	124
+	80	101
+	81	87
+	82	68
+	83	75
+	84	73
+	85	74
+	86	57
+	87	53
+	88	56
+	89	47
+	90	50
+	91	46
-	30	819
-	31	732
-	32	835
-	33	852
-	34	795
-	35	820
-	36	860
-	37	879
-	38	838
-	39	893
-	40	837
-	41	833
-	42	762
-	43	763
-	44	732
-	45	734
-	46	681
-	47	688
-	48	641
-	49	627
-	50	566
-	51	615
-	52	542
-	53	536
-	54	497
-	55	449
-	56	430
-	57	418
-	58	378
-	59	400
-	60	370
-	61	354
-	62	329
-	63	310
-	64	300
-	65	292
-	66	270
-	67	228
-	68	236
-	69	212
-	70	197
-	71	174
-	72	169
-	73	156
-	74	145
-	75	126
-	76	127
-	77	126
-	78	107
-	79	126
-	80	93
-	81	94
-	82	87
-	83	80
-	84	73
-	85	66
-	86	73
-	87	46
-	88	47
-	89	51
-	90	46
-	91	41
