# table produced by DamageProfiler
# using mapped file ScA036.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA036.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.0
2	0.03614457831325301
3	0.0425531914893617
4	0.025
5	0.0
6	0.014492753623188406
7	0.013513513513513514
8	0.011764705882352941
9	0.03488372093023256
10	0.0
11	0.0
12	0.02531645569620253
13	0.013157894736842105
14	0.011363636363636364
15	0.04040404040404041
16	0.031914893617021274
17	0.0
18	0.02127659574468085
19	0.022222222222222223
20	0.020618556701030927
21	0.013333333333333334
22	0.01282051282051282
23	0.014084507042253521
24	0.0
25	0.04819277108433735
