# table produced by DamageProfiler
# using mapped file RxA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	28
+	31	10
+	32	5
+	33	2
+	34	2
+	35	3
+	36	1
+	37	3
+	38	1
+	39	2
+	40	1
+	42	1
+	44	1
+	46	1
+	47	5
+	49	1
+	50	1
+	52	2
+	54	2
+	57	1
+	59	1
+	61	1
+	63	2
+	64	1
+	65	1
+	66	2
+	67	2
+	68	1
+	69	1
+	70	1
+	72	2
+	73	1
+	75	3
+	76	1
+	78	2
+	79	3
+	83	1
+	84	1
+	85	1
+	86	1
+	87	3
+	90	2
+	91	1
+	93	1
+	94	1
+	95	2
+	96	2
+	97	2
+	99	1
+	101	2
+	104	3
+	106	1
+	109	1
+	112	1
+	113	1
+	114	3
+	116	1
+	120	1
+	126	1
+	133	1
+	134	2
+	135	2
+	139	1
+	142	2
+	149	1
+	150	1
+	151	1
+	153	1
+	154	2
+	159	1
+	161	1
+	165	1
+	166	1
+	168	2
+	171	1
+	174	1
+	183	1
+	185	1
+	190	1
+	194	1
+	200	1
+	223	1
+	236	1
+	243	1
+	248	1
+	251	1
-	30	35
-	31	15
-	32	9
-	33	1
-	34	1
-	35	2
-	36	3
-	38	1
-	39	2
-	40	1
-	41	1
-	42	2
-	43	2
-	44	1
-	45	1
-	46	1
-	47	3
-	48	1
-	49	3
-	51	2
-	54	2
-	59	1
-	60	1
-	61	3
-	65	1
-	66	1
-	67	3
-	68	1
-	69	2
-	70	1
-	71	2
-	72	1
-	73	2
-	74	1
-	75	1
-	76	3
-	77	1
-	79	1
-	81	1
-	83	2
-	84	2
-	86	5
-	88	1
-	90	1
-	93	2
-	96	1
-	99	1
-	100	1
-	101	1
-	103	1
-	108	1
-	110	2
-	113	1
-	116	1
-	117	1
-	126	1
-	128	1
-	131	1
-	134	1
-	141	1
-	145	1
-	147	1
-	148	1
-	154	1
-	155	1
-	161	1
-	162	1
-	170	1
-	174	1
-	184	1
-	195	1
-	208	1
-	215	1
-	217	1
-	237	1
-	265	1
-	281	1
