# table produced by DamageProfiler
# using mapped file RxA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.011904761904761904
2	0.031746031746031744
3	0.01282051282051282
4	0.04040404040404041
5	0.0
6	0.023529411764705882
7	0.01282051282051282
8	0.02666666666666667
9	0.0
10	0.022727272727272728
11	0.0
12	0.030303030303030304
13	0.01282051282051282
14	0.0
15	0.0
16	0.027777777777777776
17	0.013157894736842105
18	0.06097560975609756
19	0.014925373134328358
20	0.04938271604938271
21	0.022727272727272728
22	0.014492753623188406
23	0.028985507246376812
24	0.012195121951219513
25	0.0410958904109589
