# table produced by DamageProfiler
# using mapped file RxA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03508771929824561
2	0.06666666666666667
3	0.03529411764705882
4	0.045454545454545456
5	0.03278688524590164
6	0.014705882352941176
7	0.016129032258064516
8	0.03278688524590164
9	0.015625
10	0.0
11	0.05454545454545454
12	0.07462686567164178
13	0.017543859649122806
14	0.025974025974025976
15	0.0
16	0.01694915254237288
17	0.01639344262295082
18	0.014705882352941176
19	0.017543859649122806
20	0.0
21	0.0
22	0.03076923076923077
23	0.0
24	0.05084745762711865
25	0.029411764705882353
