# table produced by DamageProfiler
# using mapped file RxA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	379
+	31	243
+	32	192
+	33	183
+	34	174
+	35	186
+	36	164
+	37	171
+	38	168
+	39	163
+	40	174
+	41	196
+	42	195
+	43	185
+	44	166
+	45	164
+	46	174
+	47	157
+	48	153
+	49	172
+	50	162
+	51	166
+	52	143
+	53	157
+	54	134
+	55	124
+	56	123
+	57	119
+	58	121
+	59	97
+	60	91
+	61	91
+	62	100
+	63	103
+	64	93
+	65	80
+	66	69
+	67	72
+	68	63
+	69	65
+	70	54
+	71	51
+	72	53
+	73	43
+	74	49
+	75	47
+	76	46
+	77	37
+	78	34
+	79	27
+	80	44
+	81	30
+	82	20
+	83	21
+	84	28
+	85	21
+	86	20
+	87	17
+	88	26
+	89	18
+	90	17
+	91	16
-	30	392
-	31	239
-	32	163
-	33	173
-	34	141
-	35	171
-	36	149
-	37	173
-	38	156
-	39	172
-	40	169
-	41	158
-	42	196
-	43	179
-	44	174
-	45	155
-	46	171
-	47	183
-	48	157
-	49	174
-	50	197
-	51	157
-	52	137
-	53	144
-	54	135
-	55	127
-	56	116
-	57	112
-	58	105
-	59	114
-	60	112
-	61	91
-	62	79
-	63	100
-	64	66
-	65	73
-	66	64
-	67	69
-	68	65
-	69	44
-	70	67
-	71	55
-	72	53
-	73	53
-	74	52
-	75	46
-	76	37
-	77	38
-	78	34
-	79	41
-	80	33
-	81	35
-	82	31
-	83	31
-	84	33
-	85	37
-	86	20
-	87	23
-	88	19
-	89	21
-	90	26
-	91	16
