# table produced by DamageProfiler
# using mapped file RxA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.029623698959167333
2	0.03502747252747253
3	0.016877637130801686
4	0.017876489707475622
5	0.018962075848303395
6	0.012879484820607176
7	0.009725906277630416
8	0.014598540145985401
9	0.010577346848832084
10	0.010101010101010102
11	0.010512483574244415
12	0.01020408163265306
13	0.012814645308924484
14	0.009214567792891619
15	0.009349766255843604
16	0.008849557522123894
17	0.00864815657715066
18	0.011063829787234043
19	0.01148936170212766
20	0.007975188303057155
21	0.008951406649616368
22	0.009950248756218905
23	0.010096760622633571
24	0.012610340479192938
25	0.005037783375314861
