# table produced by DamageProfiler
# using mapped file RxA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.05382315249893208
2	0.02415702063412179
3	0.020229885057471263
4	0.010738255033557046
5	0.014758497316636851
6	0.014143094841930116
7	0.01314116150911403
8	0.01235657546337158
9	0.016577060931899642
10	0.012345679012345678
11	0.019124521886952826
12	0.011192423590185106
13	0.01072041166380789
14	0.011175496688741722
15	0.009361009361009361
16	0.011740041928721174
17	0.013230900554844216
18	0.010309278350515464
19	0.015963978714695046
20	0.014900662251655629
21	0.014303228442991417
22	0.009472817133443162
23	0.01732473811442385
24	0.01272264631043257
25	0.008845829823083403
